epoch,rmse
1.000000000000000000e+00,3.322794198989868164e+00
2.000000000000000000e+00,2.719321966171264648e+00
3.000000000000000000e+00,2.120637178421020508e+00
4.000000000000000000e+00,1.532358288764953613e+00
5.000000000000000000e+00,9.735496640205383301e-01
6.000000000000000000e+00,5.443273782730102539e-01
7.000000000000000000e+00,4.955831170082092285e-01
8.000000000000000000e+00,4.956505000591278076e-01
9.000000000000000000e+00,4.949139356613159180e-01
1.000000000000000000e+01,4.961110949516296387e-01
1.100000000000000000e+01,4.947302937507629395e-01
1.200000000000000000e+01,4.946779608726501465e-01
1.300000000000000000e+01,4.949218332767486572e-01
1.400000000000000000e+01,4.949178397655487061e-01
1.500000000000000000e+01,4.945037961006164551e-01
1.600000000000000000e+01,4.948327243328094482e-01
1.700000000000000000e+01,4.946498870849609375e-01
1.800000000000000000e+01,4.944185018539428711e-01
1.900000000000000000e+01,4.945114254951477051e-01
2.000000000000000000e+01,4.943502247333526611e-01
2.100000000000000000e+01,4.944064021110534668e-01
2.200000000000000000e+01,4.943248033523559570e-01
2.300000000000000000e+01,4.943440556526184082e-01
2.400000000000000000e+01,4.944498240947723389e-01
2.500000000000000000e+01,4.945094883441925049e-01
2.600000000000000000e+01,4.943082928657531738e-01
2.700000000000000000e+01,4.942927360534667969e-01
2.800000000000000000e+01,4.944122433662414551e-01
2.900000000000000000e+01,4.943105578422546387e-01
3.000000000000000000e+01,4.942232370376586914e-01
