epoch,rmse
1.000000000000000000e+00,4.734930992126464844e+00
2.000000000000000000e+00,4.127103805541992188e+00
3.000000000000000000e+00,3.520668029785156250e+00
4.000000000000000000e+00,2.916473388671875000e+00
5.000000000000000000e+00,2.316287994384765625e+00
6.000000000000000000e+00,1.724337100982666016e+00
7.000000000000000000e+00,1.153338551521301270e+00
8.000000000000000000e+00,6.599642038345336914e-01
9.000000000000000000e+00,5.038113594055175781e-01
1.000000000000000000e+01,5.031741857528686523e-01
1.100000000000000000e+01,5.029258728027343750e-01
1.200000000000000000e+01,5.020192265510559082e-01
1.300000000000000000e+01,5.015448331832885742e-01
1.400000000000000000e+01,5.008052587509155273e-01
1.500000000000000000e+01,5.003118515014648438e-01
1.600000000000000000e+01,4.998833537101745605e-01
1.700000000000000000e+01,4.998420476913452148e-01
1.800000000000000000e+01,4.991481900215148926e-01
1.900000000000000000e+01,4.988256096839904785e-01
2.000000000000000000e+01,4.984707236289978027e-01
2.100000000000000000e+01,4.984943270683288574e-01
2.200000000000000000e+01,4.979250431060791016e-01
2.300000000000000000e+01,4.981537461280822754e-01
2.400000000000000000e+01,4.975257515907287598e-01
2.500000000000000000e+01,4.971928000450134277e-01
2.600000000000000000e+01,4.969867765903472900e-01
2.700000000000000000e+01,4.966909289360046387e-01
2.800000000000000000e+01,4.965582489967346191e-01
2.900000000000000000e+01,4.964452385902404785e-01
3.000000000000000000e+01,4.968855082988739014e-01
