epoch,rmse
1.000000000000000000e+00,7.053358554840087891e-01
2.000000000000000000e+00,7.032716274261474609e-01
3.000000000000000000e+00,7.000881433486938477e-01
4.000000000000000000e+00,6.955201625823974609e-01
5.000000000000000000e+00,6.895639300346374512e-01
6.000000000000000000e+00,6.823469996452331543e-01
7.000000000000000000e+00,6.742860674858093262e-01
8.000000000000000000e+00,6.655423641204833984e-01
9.000000000000000000e+00,6.565095186233520508e-01
1.000000000000000000e+01,6.476024389266967773e-01
1.100000000000000000e+01,6.390473842620849609e-01
1.200000000000000000e+01,6.312000155448913574e-01
1.300000000000000000e+01,6.243164539337158203e-01
1.400000000000000000e+01,6.184231638908386230e-01
1.500000000000000000e+01,6.136403083801269531e-01
1.600000000000000000e+01,6.099095344543457031e-01
1.700000000000000000e+01,6.071306467056274414e-01
1.800000000000000000e+01,6.051693558692932129e-01
1.900000000000000000e+01,6.037656068801879883e-01
2.000000000000000000e+01,6.028887033462524414e-01
2.100000000000000000e+01,6.023174524307250977e-01
2.200000000000000000e+01,6.019291877746582031e-01
2.300000000000000000e+01,6.016966104507446289e-01
2.400000000000000000e+01,6.015486121177673340e-01
2.500000000000000000e+01,6.014480590820312500e-01
2.600000000000000000e+01,6.013687252998352051e-01
2.700000000000000000e+01,6.013189554214477539e-01
2.800000000000000000e+01,6.012825369834899902e-01
2.900000000000000000e+01,6.012410521507263184e-01
3.000000000000000000e+01,6.012064218521118164e-01
