epoch,rmse
1.000000000000000000e+00,7.057653069496154785e-01
2.000000000000000000e+00,7.038780450820922852e-01
3.000000000000000000e+00,7.007213234901428223e-01
4.000000000000000000e+00,6.959751248359680176e-01
5.000000000000000000e+00,6.896147727966308594e-01
6.000000000000000000e+00,6.818988323211669922e-01
7.000000000000000000e+00,6.730906963348388672e-01
8.000000000000000000e+00,6.636431217193603516e-01
9.000000000000000000e+00,6.540017127990722656e-01
1.000000000000000000e+01,6.444871425628662109e-01
1.100000000000000000e+01,6.356204152107238770e-01
1.200000000000000000e+01,6.276631951332092285e-01
1.300000000000000000e+01,6.208148002624511719e-01
1.400000000000000000e+01,6.150883436203002930e-01
1.500000000000000000e+01,6.106593608856201172e-01
1.600000000000000000e+01,6.074097156524658203e-01
1.700000000000000000e+01,6.050627231597900391e-01
1.800000000000000000e+01,6.034783124923706055e-01
1.900000000000000000e+01,6.024051904678344727e-01
2.000000000000000000e+01,6.017627120018005371e-01
2.100000000000000000e+01,6.013776063919067383e-01
2.200000000000000000e+01,6.011379957199096680e-01
2.300000000000000000e+01,6.010061502456665039e-01
2.400000000000000000e+01,6.009211540222167969e-01
2.500000000000000000e+01,6.008926630020141602e-01
2.600000000000000000e+01,6.008524894714355469e-01
2.700000000000000000e+01,6.008419990539550781e-01
2.800000000000000000e+01,6.008269786834716797e-01
2.900000000000000000e+01,6.008097529411315918e-01
3.000000000000000000e+01,6.008194684982299805e-01
