epoch,rmse
1.000000000000000000e+00,6.683679819107055664e-01
2.000000000000000000e+00,4.969469308853149414e-01
3.000000000000000000e+00,4.967934787273406982e-01
4.000000000000000000e+00,4.967004060745239258e-01
5.000000000000000000e+00,4.964509010314941406e-01
6.000000000000000000e+00,4.963780641555786133e-01
7.000000000000000000e+00,4.962767064571380615e-01
8.000000000000000000e+00,4.959533810615539551e-01
9.000000000000000000e+00,4.958232343196868896e-01
1.000000000000000000e+01,4.961498081684112549e-01
1.100000000000000000e+01,4.955512881278991699e-01
1.200000000000000000e+01,4.954891800880432129e-01
1.300000000000000000e+01,4.953339695930480957e-01
1.400000000000000000e+01,4.952677488327026367e-01
1.500000000000000000e+01,4.951489269733428955e-01
1.600000000000000000e+01,4.950648546218872070e-01
1.700000000000000000e+01,4.950643479824066162e-01
1.800000000000000000e+01,4.951395094394683838e-01
1.900000000000000000e+01,4.950155019760131836e-01
2.000000000000000000e+01,4.949596822261810303e-01
2.100000000000000000e+01,4.947770833969116211e-01
2.200000000000000000e+01,4.946757256984710693e-01
2.300000000000000000e+01,4.946606159210205078e-01
2.400000000000000000e+01,4.945728778839111328e-01
2.500000000000000000e+01,4.948550462722778320e-01
2.600000000000000000e+01,4.946981370449066162e-01
2.700000000000000000e+01,4.953117966651916504e-01
2.800000000000000000e+01,4.945636093616485596e-01
2.900000000000000000e+01,4.944609701633453369e-01
3.000000000000000000e+01,4.951221346855163574e-01
