epoch,rmse
1.000000000000000000e+00,5.411633491516113281e+00
2.000000000000000000e+00,4.802791595458984375e+00
3.000000000000000000e+00,4.194819927215576172e+00
4.000000000000000000e+00,3.588156700134277344e+00
5.000000000000000000e+00,2.983576536178588867e+00
6.000000000000000000e+00,2.382704496383666992e+00
7.000000000000000000e+00,1.789292573928833008e+00
8.000000000000000000e+00,1.214324474334716797e+00
9.000000000000000000e+00,7.044118642807006836e-01
1.000000000000000000e+01,5.017346143722534180e-01
1.100000000000000000e+01,5.010768771171569824e-01
1.200000000000000000e+01,5.012120008468627930e-01
1.300000000000000000e+01,5.004073381423950195e-01
1.400000000000000000e+01,4.998220205307006836e-01
1.500000000000000000e+01,4.991707801818847656e-01
1.600000000000000000e+01,4.997690320014953613e-01
1.700000000000000000e+01,4.990699291229248047e-01
1.800000000000000000e+01,4.984098672866821289e-01
1.900000000000000000e+01,4.980141520500183105e-01
2.000000000000000000e+01,4.976406097412109375e-01
2.100000000000000000e+01,4.981349408626556396e-01
2.200000000000000000e+01,4.971603751182556152e-01
2.300000000000000000e+01,4.985136389732360840e-01
2.400000000000000000e+01,4.966700971126556396e-01
2.500000000000000000e+01,4.971407651901245117e-01
2.600000000000000000e+01,4.963329732418060303e-01
2.700000000000000000e+01,4.962885975837707520e-01
2.800000000000000000e+01,4.959582686424255371e-01
2.900000000000000000e+01,4.958247542381286621e-01
3.000000000000000000e+01,4.957008957862854004e-01
