epoch,rmse
1.000000000000000000e+00,7.651363015174865723e-01
2.000000000000000000e+00,4.967635273933410645e-01
3.000000000000000000e+00,4.965237975120544434e-01
4.000000000000000000e+00,4.966402053833007812e-01
5.000000000000000000e+00,4.963363111019134521e-01
6.000000000000000000e+00,4.963243007659912109e-01
7.000000000000000000e+00,4.959728717803955078e-01
8.000000000000000000e+00,4.959016442298889160e-01
9.000000000000000000e+00,4.957057535648345947e-01
1.000000000000000000e+01,4.958763718605041504e-01
1.100000000000000000e+01,4.953635632991790771e-01
1.200000000000000000e+01,4.953052103519439697e-01
1.300000000000000000e+01,4.952344000339508057e-01
1.400000000000000000e+01,4.950932860374450684e-01
1.500000000000000000e+01,4.949595928192138672e-01
1.600000000000000000e+01,4.950001239776611328e-01
1.700000000000000000e+01,4.954984188079833984e-01
1.800000000000000000e+01,4.950856268405914307e-01
1.900000000000000000e+01,4.947763085365295410e-01
2.000000000000000000e+01,4.948132336139678955e-01
2.100000000000000000e+01,4.946544468402862549e-01
2.200000000000000000e+01,4.946103096008300781e-01
2.300000000000000000e+01,4.960820674896240234e-01
2.400000000000000000e+01,4.948422610759735107e-01
2.500000000000000000e+01,4.947052001953125000e-01
2.600000000000000000e+01,4.947202205657958984e-01
2.700000000000000000e+01,4.947898089885711670e-01
2.800000000000000000e+01,4.946260452270507812e-01
2.900000000000000000e+01,4.950742125511169434e-01
3.000000000000000000e+01,4.950826168060302734e-01
