epoch,accuracy
1.000000000000000000e+00,3.411666666666666736e-01
2.000000000000000000e+00,4.366666666666666474e-01
3.000000000000000000e+00,5.070833333333333304e-01
4.000000000000000000e+00,5.704166666666666829e-01
5.000000000000000000e+00,6.068333333333333357e-01
6.000000000000000000e+00,6.380833333333333357e-01
7.000000000000000000e+00,6.533333333333333215e-01
8.000000000000000000e+00,6.629166666666667096e-01
9.000000000000000000e+00,6.747499999999999609e-01
1.000000000000000000e+01,6.815833333333333188e-01
1.100000000000000000e+01,6.919166666666666243e-01
1.200000000000000000e+01,7.015000000000000124e-01
1.300000000000000000e+01,7.105833333333333446e-01
1.400000000000000000e+01,7.149999999999999689e-01
1.500000000000000000e+01,7.268333333333333313e-01
1.600000000000000000e+01,7.314166666666667149e-01
1.700000000000000000e+01,7.406666666666666954e-01
1.800000000000000000e+01,7.485000000000000542e-01
1.900000000000000000e+01,7.553333333333333011e-01
2.000000000000000000e+01,7.604999999999999538e-01
