epoch,accuracy
1.000000000000000000e+00,1.844999999999999973e-01
2.000000000000000000e+00,3.007500000000000173e-01
3.000000000000000000e+00,3.862499999999999822e-01
4.000000000000000000e+00,4.452499999999999791e-01
5.000000000000000000e+00,4.770833333333333592e-01
6.000000000000000000e+00,5.007500000000000284e-01
7.000000000000000000e+00,5.215833333333332877e-01
8.000000000000000000e+00,5.434166666666666590e-01
9.000000000000000000e+00,5.693333333333333579e-01
1.000000000000000000e+01,5.857499999999999929e-01
1.100000000000000000e+01,6.005833333333333579e-01
1.200000000000000000e+01,6.099999999999999867e-01
1.300000000000000000e+01,6.161666666666666403e-01
1.400000000000000000e+01,6.252499999999999725e-01
1.500000000000000000e+01,6.315833333333333854e-01
1.600000000000000000e+01,6.349166666666666847e-01
1.700000000000000000e+01,6.356666666666667131e-01
1.800000000000000000e+01,6.417500000000000426e-01
1.900000000000000000e+01,6.459166666666666945e-01
2.000000000000000000e+01,6.504166666666666430e-01
