epoch,accuracy
1.000000000000000000e+00,2.825833333333333530e-01
2.000000000000000000e+00,3.833333333333333592e-01
3.000000000000000000e+00,4.400000000000000022e-01
4.000000000000000000e+00,4.839166666666666616e-01
5.000000000000000000e+00,5.096666666666667123e-01
6.000000000000000000e+00,5.266666666666666163e-01
7.000000000000000000e+00,5.390000000000000346e-01
8.000000000000000000e+00,5.575833333333333197e-01
9.000000000000000000e+00,5.705000000000000071e-01
1.000000000000000000e+01,5.875833333333333464e-01
1.100000000000000000e+01,5.989999999999999769e-01
1.200000000000000000e+01,6.102499999999999591e-01
1.300000000000000000e+01,6.254999999999999449e-01
1.400000000000000000e+01,6.404166666666666341e-01
1.500000000000000000e+01,6.479166666666666963e-01
1.600000000000000000e+01,6.568333333333333801e-01
1.700000000000000000e+01,6.609166666666667078e-01
1.800000000000000000e+01,6.659166666666667123e-01
1.900000000000000000e+01,6.726666666666666350e-01
2.000000000000000000e+01,6.741666666666666918e-01
