epoch,accuracy
1.000000000000000000e+00,2.773333333333333206e-01
2.000000000000000000e+00,4.055833333333333512e-01
3.000000000000000000e+00,4.251666666666666927e-01
4.000000000000000000e+00,4.585000000000000187e-01
5.000000000000000000e+00,4.793333333333333335e-01
6.000000000000000000e+00,5.159166666666666901e-01
7.000000000000000000e+00,5.471666666666666901e-01
8.000000000000000000e+00,5.639999999999999458e-01
9.000000000000000000e+00,5.770833333333332815e-01
1.000000000000000000e+01,5.836666666666666670e-01
1.100000000000000000e+01,5.972499999999999476e-01
1.200000000000000000e+01,6.041666666666666297e-01
1.300000000000000000e+01,6.084166666666667167e-01
1.400000000000000000e+01,6.131666666666666377e-01
1.500000000000000000e+01,6.192499999999999671e-01
1.600000000000000000e+01,6.249166666666666758e-01
1.700000000000000000e+01,6.279166666666666785e-01
1.800000000000000000e+01,6.327500000000000346e-01
1.900000000000000000e+01,6.394999999999999574e-01
2.000000000000000000e+01,6.432499999999999885e-01
