epoch,accuracy
1.000000000000000000e+00,3.520833333333333592e-01
2.000000000000000000e+00,4.469166666666666843e-01
3.000000000000000000e+00,4.909166666666666679e-01
4.000000000000000000e+00,5.230833333333333446e-01
5.000000000000000000e+00,5.406666666666666288e-01
6.000000000000000000e+00,5.604166666666666741e-01
7.000000000000000000e+00,5.875000000000000222e-01
8.000000000000000000e+00,6.048333333333333339e-01
9.000000000000000000e+00,6.219166666666666732e-01
1.000000000000000000e+01,6.324999999999999512e-01
1.100000000000000000e+01,6.424999999999999600e-01
1.200000000000000000e+01,6.505833333333332913e-01
1.300000000000000000e+01,6.551666666666666750e-01
1.400000000000000000e+01,6.614999999999999769e-01
1.500000000000000000e+01,6.679166666666667140e-01
1.600000000000000000e+01,6.752500000000000169e-01
1.700000000000000000e+01,6.808333333333332904e-01
1.800000000000000000e+01,6.879999999999999449e-01
1.900000000000000000e+01,6.931666666666667087e-01
2.000000000000000000e+01,6.960833333333333872e-01
