epoch,accuracy
1.000000000000000000e+00,2.764166666666666439e-01
2.000000000000000000e+00,4.290833333333333166e-01
3.000000000000000000e+00,4.892500000000000182e-01
4.000000000000000000e+00,5.158333333333333659e-01
5.000000000000000000e+00,5.406666666666666288e-01
6.000000000000000000e+00,5.649166666666666226e-01
7.000000000000000000e+00,5.817499999999999893e-01
8.000000000000000000e+00,6.016666666666666829e-01
9.000000000000000000e+00,6.195833333333333748e-01
1.000000000000000000e+01,6.326666666666667105e-01
1.100000000000000000e+01,6.455833333333332869e-01
1.200000000000000000e+01,6.527500000000000524e-01
1.300000000000000000e+01,6.575833333333332975e-01
1.400000000000000000e+01,6.672500000000000098e-01
1.500000000000000000e+01,6.712500000000000133e-01
1.600000000000000000e+01,6.764166666666666661e-01
1.700000000000000000e+01,6.808333333333332904e-01
1.800000000000000000e+01,6.870833333333333792e-01
1.900000000000000000e+01,6.925833333333333286e-01
2.000000000000000000e+01,6.988333333333333064e-01
