epoch,accuracy
1.000000000000000000e+00,3.017500000000000182e-01
2.000000000000000000e+00,4.137500000000000067e-01
3.000000000000000000e+00,4.279166666666666674e-01
4.000000000000000000e+00,4.448333333333333584e-01
5.000000000000000000e+00,4.667499999999999982e-01
6.000000000000000000e+00,4.925833333333333175e-01
7.000000000000000000e+00,5.139166666666666883e-01
8.000000000000000000e+00,5.294999999999999707e-01
9.000000000000000000e+00,5.464999999999999858e-01
1.000000000000000000e+01,5.634166666666666767e-01
1.100000000000000000e+01,5.825833333333333419e-01
1.200000000000000000e+01,6.009166666666666545e-01
1.300000000000000000e+01,6.270000000000000018e-01
1.400000000000000000e+01,6.472499999999999920e-01
1.500000000000000000e+01,6.630833333333333579e-01
1.600000000000000000e+01,6.693333333333333357e-01
1.700000000000000000e+01,6.824999999999999956e-01
1.800000000000000000e+01,6.875833333333333242e-01
1.900000000000000000e+01,6.937499999999999778e-01
2.000000000000000000e+01,6.989166666666666305e-01
