epoch,accuracy
1.000000000000000000e+00,3.061666666666666425e-01
2.000000000000000000e+00,3.936666666666666647e-01
3.000000000000000000e+00,4.635833333333333472e-01
4.000000000000000000e+00,4.883333333333333415e-01
5.000000000000000000e+00,5.113333333333333064e-01
6.000000000000000000e+00,5.255833333333332913e-01
7.000000000000000000e+00,5.405833333333333046e-01
8.000000000000000000e+00,5.655000000000000027e-01
9.000000000000000000e+00,5.826666666666666661e-01
1.000000000000000000e+01,5.967500000000000027e-01
1.100000000000000000e+01,6.125833333333333686e-01
1.200000000000000000e+01,6.256666666666667043e-01
1.300000000000000000e+01,6.364999999999999547e-01
1.400000000000000000e+01,6.537500000000000533e-01
1.500000000000000000e+01,6.694999999999999840e-01
1.600000000000000000e+01,6.854999999999999982e-01
1.700000000000000000e+01,6.963333333333333597e-01
1.800000000000000000e+01,7.038333333333333108e-01
1.900000000000000000e+01,7.127499999999999947e-01
2.000000000000000000e+01,7.199999999999999734e-01
