epoch,accuracy
1.000000000000000000e+00,2.371666666666666645e-01
2.000000000000000000e+00,3.805833333333333290e-01
3.000000000000000000e+00,4.415000000000000036e-01
4.000000000000000000e+00,4.771666666666666834e-01
5.000000000000000000e+00,5.065833333333333854e-01
6.000000000000000000e+00,5.364999999999999769e-01
7.000000000000000000e+00,5.608333333333332948e-01
8.000000000000000000e+00,5.858333333333333171e-01
9.000000000000000000e+00,6.050833333333333064e-01
1.000000000000000000e+01,6.189999999999999947e-01
1.100000000000000000e+01,6.274166666666666226e-01
1.200000000000000000e+01,6.387500000000000400e-01
1.300000000000000000e+01,6.444999999999999618e-01
1.400000000000000000e+01,6.546666666666666190e-01
1.500000000000000000e+01,6.600000000000000311e-01
1.600000000000000000e+01,6.734999999999999876e-01
1.700000000000000000e+01,6.756666666666666377e-01
1.800000000000000000e+01,6.842500000000000249e-01
1.900000000000000000e+01,6.904166666666666785e-01
2.000000000000000000e+01,6.945000000000000062e-01
