epoch,accuracy
1.000000000000000000e+00,3.566666666666666874e-01
2.000000000000000000e+00,4.120833333333333570e-01
3.000000000000000000e+00,4.299999999999999933e-01
4.000000000000000000e+00,4.022499999999999964e-01
5.000000000000000000e+00,4.743333333333333290e-01
6.000000000000000000e+00,4.467499999999999805e-01
7.000000000000000000e+00,4.884999999999999898e-01
8.000000000000000000e+00,4.814999999999999836e-01
9.000000000000000000e+00,5.139166666666666883e-01
1.000000000000000000e+01,5.292499999999999982e-01
1.100000000000000000e+01,5.229166666666666963e-01
1.200000000000000000e+01,5.204999999999999627e-01
1.300000000000000000e+01,5.719999999999999529e-01
1.400000000000000000e+01,5.731666666666667131e-01
1.500000000000000000e+01,5.632500000000000284e-01
1.600000000000000000e+01,5.515833333333333144e-01
1.700000000000000000e+01,5.390000000000000346e-01
1.800000000000000000e+01,5.505833333333333135e-01
1.900000000000000000e+01,5.729166666666666297e-01
2.000000000000000000e+01,5.907499999999999973e-01
