epoch,accuracy
1.000000000000000000e+00,5.754166666666666874e-01
2.000000000000000000e+00,6.604999999999999760e-01
3.000000000000000000e+00,7.080833333333332869e-01
4.000000000000000000e+00,7.320833333333333082e-01
5.000000000000000000e+00,7.457500000000000240e-01
6.000000000000000000e+00,7.554166666666666252e-01
7.000000000000000000e+00,7.590833333333333321e-01
8.000000000000000000e+00,7.697500000000000453e-01
9.000000000000000000e+00,7.734999999999999654e-01
1.000000000000000000e+01,7.785833333333332940e-01
1.100000000000000000e+01,7.826666666666666217e-01
1.200000000000000000e+01,7.821666666666666767e-01
1.300000000000000000e+01,7.863333333333333286e-01
1.400000000000000000e+01,7.879166666666667096e-01
1.500000000000000000e+01,7.922500000000000098e-01
1.600000000000000000e+01,7.898333333333333872e-01
1.700000000000000000e+01,7.960833333333333650e-01
1.800000000000000000e+01,7.971666666666666901e-01
1.900000000000000000e+01,8.000000000000000444e-01
2.000000000000000000e+01,8.013333333333333419e-01
