epoch,accuracy
1.000000000000000000e+00,5.554166666666666696e-01
2.000000000000000000e+00,6.629166666666667096e-01
3.000000000000000000e+00,6.962500000000000355e-01
4.000000000000000000e+00,7.054166666666666918e-01
5.000000000000000000e+00,7.250833333333333020e-01
6.000000000000000000e+00,7.355833333333333668e-01
7.000000000000000000e+00,7.444166666666666154e-01
8.000000000000000000e+00,7.534999999999999476e-01
9.000000000000000000e+00,7.593333333333333046e-01
1.000000000000000000e+01,7.662499999999999867e-01
1.100000000000000000e+01,7.684999999999999609e-01
1.200000000000000000e+01,7.694999999999999618e-01
1.300000000000000000e+01,7.746666666666666146e-01
1.400000000000000000e+01,7.804999999999999716e-01
1.500000000000000000e+01,7.863333333333333286e-01
1.600000000000000000e+01,7.904999999999999805e-01
1.700000000000000000e+01,8.005833333333333135e-01
1.800000000000000000e+01,8.093333333333333490e-01
1.900000000000000000e+01,8.116666666666666474e-01
2.000000000000000000e+01,8.175000000000000044e-01
