epoch,accuracy
1.000000000000000000e+00,4.507499999999999840e-01
2.000000000000000000e+00,4.997500000000000275e-01
3.000000000000000000e+00,5.859999999999999654e-01
4.000000000000000000e+00,6.189999999999999947e-01
5.000000000000000000e+00,6.460833333333333428e-01
6.000000000000000000e+00,6.824166666666666714e-01
7.000000000000000000e+00,6.919999999999999485e-01
8.000000000000000000e+00,7.123333333333333739e-01
9.000000000000000000e+00,7.319166666666666599e-01
1.000000000000000000e+01,7.447500000000000231e-01
1.100000000000000000e+01,7.439166666666666705e-01
1.200000000000000000e+01,7.595833333333333881e-01
1.300000000000000000e+01,7.690000000000000169e-01
1.400000000000000000e+01,7.744999999999999662e-01
1.500000000000000000e+01,7.830833333333333535e-01
1.600000000000000000e+01,7.790833333333333499e-01
1.700000000000000000e+01,7.843333333333333268e-01
1.800000000000000000e+01,7.914166666666666572e-01
1.900000000000000000e+01,7.950833333333333641e-01
2.000000000000000000e+01,8.038333333333332886e-01
