epoch,accuracy
1.000000000000000000e+00,4.869166666666666643e-01
2.000000000000000000e+00,5.638333333333332975e-01
3.000000000000000000e+00,6.065000000000000391e-01
4.000000000000000000e+00,6.301666666666666528e-01
5.000000000000000000e+00,6.563333333333333242e-01
6.000000000000000000e+00,6.613333333333333286e-01
7.000000000000000000e+00,6.753333333333333410e-01
8.000000000000000000e+00,6.743333333333333401e-01
9.000000000000000000e+00,6.939999999999999503e-01
1.000000000000000000e+01,7.013333333333333641e-01
1.100000000000000000e+01,7.137499999999999956e-01
1.200000000000000000e+01,7.200833333333332975e-01
1.300000000000000000e+01,7.292499999999999538e-01
1.400000000000000000e+01,7.325833333333333641e-01
1.500000000000000000e+01,7.390833333333333144e-01
1.600000000000000000e+01,7.501666666666666483e-01
1.700000000000000000e+01,7.528333333333333544e-01
1.800000000000000000e+01,7.553333333333333011e-01
1.900000000000000000e+01,7.608333333333333615e-01
2.000000000000000000e+01,7.705833333333332869e-01
