epoch,accuracy
1.000000000000000000e+00,5.434166666666666590e-01
2.000000000000000000e+00,5.679999999999999494e-01
3.000000000000000000e+00,5.675833333333333286e-01
4.000000000000000000e+00,5.928333333333333233e-01
5.000000000000000000e+00,5.989999999999999769e-01
6.000000000000000000e+00,6.167500000000000204e-01
7.000000000000000000e+00,6.222499999999999698e-01
8.000000000000000000e+00,6.228333333333333499e-01
9.000000000000000000e+00,6.332499999999999796e-01
1.000000000000000000e+01,6.384166666666666323e-01
1.100000000000000000e+01,6.351666666666666572e-01
1.200000000000000000e+01,6.584166666666666501e-01
1.300000000000000000e+01,6.634166666666666545e-01
1.400000000000000000e+01,6.714166666666666616e-01
1.500000000000000000e+01,6.776666666666666394e-01
1.600000000000000000e+01,6.835833333333333206e-01
1.700000000000000000e+01,6.885833333333333250e-01
1.800000000000000000e+01,6.914166666666666794e-01
1.900000000000000000e+01,6.716666666666666341e-01
2.000000000000000000e+01,5.314166666666666483e-01
