epoch,accuracy
1.000000000000000000e+00,4.429166666666666807e-01
2.000000000000000000e+00,4.744166666666666532e-01
3.000000000000000000e+00,5.713333333333333597e-01
4.000000000000000000e+00,5.460833333333333650e-01
5.000000000000000000e+00,5.999999999999999778e-01
6.000000000000000000e+00,6.488333333333333730e-01
7.000000000000000000e+00,6.817499999999999671e-01
8.000000000000000000e+00,6.870833333333333792e-01
9.000000000000000000e+00,6.972500000000000364e-01
1.000000000000000000e+01,7.100833333333332886e-01
1.100000000000000000e+01,7.105000000000000204e-01
1.200000000000000000e+01,7.288333333333333330e-01
1.300000000000000000e+01,7.119999999999999662e-01
1.400000000000000000e+01,7.459999999999999964e-01
1.500000000000000000e+01,7.487500000000000266e-01
1.600000000000000000e+01,7.538333333333333552e-01
1.700000000000000000e+01,7.644166666666666332e-01
1.800000000000000000e+01,7.651666666666666616e-01
1.900000000000000000e+01,7.814166666666666483e-01
2.000000000000000000e+01,7.814166666666666483e-01
