epoch,accuracy
1.000000000000000000e+00,5.496666666666666368e-01
2.000000000000000000e+00,5.779166666666666341e-01
3.000000000000000000e+00,6.189166666666666705e-01
4.000000000000000000e+00,5.749166666666666314e-01
5.000000000000000000e+00,6.415833333333332833e-01
6.000000000000000000e+00,6.522499999999999964e-01
7.000000000000000000e+00,6.643333333333333313e-01
8.000000000000000000e+00,6.596666666666666234e-01
9.000000000000000000e+00,6.498333333333333739e-01
1.000000000000000000e+01,6.634166666666666545e-01
1.100000000000000000e+01,6.791666666666666963e-01
1.200000000000000000e+01,6.850833333333333774e-01
1.300000000000000000e+01,6.885000000000000009e-01
1.400000000000000000e+01,6.867499999999999716e-01
1.500000000000000000e+01,7.148333333333333206e-01
1.600000000000000000e+01,7.198333333333333250e-01
1.700000000000000000e+01,7.287500000000000089e-01
1.800000000000000000e+01,7.330833333333333091e-01
1.900000000000000000e+01,7.412499999999999645e-01
2.000000000000000000e+01,7.544166666666666243e-01
