epoch,accuracy
1.000000000000000000e+00,4.873333333333333406e-01
2.000000000000000000e+00,5.275833333333332931e-01
3.000000000000000000e+00,5.645833333333333259e-01
4.000000000000000000e+00,5.766666666666666607e-01
5.000000000000000000e+00,6.052499999999999547e-01
6.000000000000000000e+00,6.063333333333332797e-01
7.000000000000000000e+00,6.275833333333333819e-01
8.000000000000000000e+00,6.330000000000000071e-01
9.000000000000000000e+00,6.475833333333332886e-01
1.000000000000000000e+01,6.697499999999999565e-01
1.100000000000000000e+01,6.852500000000000258e-01
1.200000000000000000e+01,7.061666666666667203e-01
1.300000000000000000e+01,7.238333333333333286e-01
1.400000000000000000e+01,7.323333333333332806e-01
1.500000000000000000e+01,7.411666666666666403e-01
1.600000000000000000e+01,7.469999999999999973e-01
1.700000000000000000e+01,7.555833333333333846e-01
1.800000000000000000e+01,7.612499999999999822e-01
1.900000000000000000e+01,7.666666666666667185e-01
2.000000000000000000e+01,7.710833333333333428e-01
