epoch,accuracy
1.000000000000000000e+00,6.256666666666667043e-01
2.000000000000000000e+00,6.694999999999999840e-01
3.000000000000000000e+00,6.921666666666667078e-01
4.000000000000000000e+00,7.084166666666666945e-01
5.000000000000000000e+00,7.258333333333333304e-01
6.000000000000000000e+00,7.380833333333333135e-01
7.000000000000000000e+00,7.489999999999999991e-01
8.000000000000000000e+00,7.566666666666667096e-01
9.000000000000000000e+00,7.660833333333333384e-01
1.000000000000000000e+01,7.739166666666666972e-01
1.100000000000000000e+01,7.782499999999999973e-01
1.200000000000000000e+01,7.832500000000000018e-01
1.300000000000000000e+01,7.831666666666666776e-01
1.400000000000000000e+01,7.890833333333333588e-01
1.500000000000000000e+01,7.914166666666666572e-01
1.600000000000000000e+01,7.908333333333333881e-01
1.700000000000000000e+01,7.955833333333333091e-01
1.800000000000000000e+01,7.985833333333333117e-01
1.900000000000000000e+01,7.999166666666667203e-01
2.000000000000000000e+01,8.056666666666666421e-01
