epoch,accuracy
1.000000000000000000e+00,5.094166666666666288e-01
2.000000000000000000e+00,5.609166666666666190e-01
3.000000000000000000e+00,6.144166666666667220e-01
4.000000000000000000e+00,6.490000000000000213e-01
5.000000000000000000e+00,6.864166666666666750e-01
6.000000000000000000e+00,7.147499999999999964e-01
7.000000000000000000e+00,7.363333333333332842e-01
8.000000000000000000e+00,7.534999999999999476e-01
9.000000000000000000e+00,7.650833333333333375e-01
1.000000000000000000e+01,7.819166666666667043e-01
1.100000000000000000e+01,7.901666666666666838e-01
1.200000000000000000e+01,8.027499999999999636e-01
1.300000000000000000e+01,8.064166666666666705e-01
1.400000000000000000e+01,8.132500000000000284e-01
1.500000000000000000e+01,8.144166666666666776e-01
1.600000000000000000e+01,8.210833333333333872e-01
1.700000000000000000e+01,8.293333333333333668e-01
1.800000000000000000e+01,8.276666666666666616e-01
1.900000000000000000e+01,8.338333333333333153e-01
2.000000000000000000e+01,8.351666666666666128e-01
