epoch,accuracy
1.000000000000000000e+00,4.947500000000000231e-01
2.000000000000000000e+00,5.540833333333333721e-01
3.000000000000000000e+00,6.357500000000000373e-01
4.000000000000000000e+00,6.892500000000000293e-01
5.000000000000000000e+00,7.005833333333333357e-01
6.000000000000000000e+00,7.234166666666667078e-01
7.000000000000000000e+00,7.380833333333333135e-01
8.000000000000000000e+00,7.504999999999999449e-01
9.000000000000000000e+00,7.536666666666667069e-01
1.000000000000000000e+01,7.636666666666667158e-01
1.100000000000000000e+01,7.678333333333333677e-01
1.200000000000000000e+01,7.746666666666666146e-01
1.300000000000000000e+01,7.770000000000000240e-01
1.400000000000000000e+01,7.865833333333333011e-01
1.500000000000000000e+01,7.904166666666666563e-01
1.600000000000000000e+01,7.974166666666666625e-01
1.700000000000000000e+01,8.073333333333333472e-01
1.800000000000000000e+01,8.177499999999999769e-01
1.900000000000000000e+01,8.290833333333332833e-01
2.000000000000000000e+01,8.345833333333333437e-01
