epoch,accuracy
1.000000000000000000e+00,5.915833333333333499e-01
2.000000000000000000e+00,7.189999999999999725e-01
3.000000000000000000e+00,7.576666666666667105e-01
4.000000000000000000e+00,7.804166666666666474e-01
5.000000000000000000e+00,7.898333333333333872e-01
6.000000000000000000e+00,7.965833333333333099e-01
7.000000000000000000e+00,8.034999999999999920e-01
8.000000000000000000e+00,8.064999999999999947e-01
9.000000000000000000e+00,8.080833333333333757e-01
1.000000000000000000e+01,8.170833333333333837e-01
1.100000000000000000e+01,8.159166666666666234e-01
1.200000000000000000e+01,8.169166666666666243e-01
1.300000000000000000e+01,7.627500000000000391e-01
1.400000000000000000e+01,8.156666666666666510e-01
1.500000000000000000e+01,8.219166666666666288e-01
1.600000000000000000e+01,8.229166666666666297e-01
1.700000000000000000e+01,8.301666666666667194e-01
1.800000000000000000e+01,8.317499999999999893e-01
1.900000000000000000e+01,8.362500000000000488e-01
2.000000000000000000e+01,8.407499999999999973e-01
