epoch,accuracy
1.000000000000000000e+00,4.089999999999999747e-01
2.000000000000000000e+00,4.679166666666666474e-01
3.000000000000000000e+00,5.249166666666666980e-01
4.000000000000000000e+00,5.690833333333333854e-01
5.000000000000000000e+00,5.853333333333333721e-01
6.000000000000000000e+00,6.340000000000000080e-01
7.000000000000000000e+00,6.504166666666666430e-01
8.000000000000000000e+00,6.578333333333333810e-01
9.000000000000000000e+00,6.432499999999999885e-01
1.000000000000000000e+01,6.706666666666666332e-01
1.100000000000000000e+01,6.744166666666666643e-01
1.200000000000000000e+01,6.947499999999999787e-01
1.300000000000000000e+01,6.970833333333333881e-01
1.400000000000000000e+01,7.041666666666667185e-01
1.500000000000000000e+01,6.920833333333333837e-01
1.600000000000000000e+01,7.056666666666666643e-01
1.700000000000000000e+01,6.801666666666666972e-01
1.800000000000000000e+01,7.154166666666667007e-01
1.900000000000000000e+01,7.205833333333333535e-01
2.000000000000000000e+01,7.332499999999999574e-01
